termCode,termExtendedName,termScopeNote
A165S,MC-1.10    Gelatine and collagen,"1.1 Gelatine and collagen, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165T,MC-1.9      Meat products made from poultry meat intended to be eaten cooked,"1.9 Meat products made from poultry meat intended to be eaten cooked, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165V,"MC-1.8      Meat products intended to be eaten raw, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk","1.8 Meat products intended to be eaten raw, excluding products where the manufacturing process or the composition of the product will eliminate the salmonella risk, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165X,MC-1.7      Mechanically separated meat (MSM),"1.7 Mechanically separated meat (MSM), as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165Y,MC-1.6      Minced meat and meat preparations made from other species than poultry intended to be eaten cooked,"1.6 Minced meat and meat preparations made from other species than poultry intended to be eaten cooked, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A165Z,MC-1.5      Minced meat and meat preparations made from poultry meat intended to be eaten cooked,"1.5 Minced meat and meat preparations made from poultry meat intended to be eaten cooked, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A166A,MC-1.4      Minced meat and meat preparations intended to be eaten raw,"1.4 Minced meat and meat preparations intended to be eaten raw, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Salmonella criterion)"
A166B,"MC-1.3      Ready-to-eat foods unable to support the growth of L. monocytogenes, other than those intended for infants and for special medical purposes","1.3 Ready-to-eat foods unable to support the growth of L. monocytogenes, other than those intended for infants and for special medical purposes, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Listeria monocytogenes criterion)"
A166C,"MC-1.2      Ready-to-eat foods able to support the growth of L. monocytogenes, other than those intended for infants and for special medical purposes","1.2 Ready-to-eat foods able to support the growth of L. monocytogenes, other than those intended for infants and for special medical purposes, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Listeria monocytogenes criterion)"
A166D,MC-1.1      Ready-to-eat foods intended for infants and ready-to-eat foods for special medical purposes,"1.1 Ready-to-eat foods intended for infants and ready-to-eat foods for special medical purposes, as defined in Chapter 1. 'Food safety criteria' of EC Regulation No. 2073/2005 (Listeria monocytogenes criterion)"
A166E,Non-food plant-related matrices (as part-nature),"Matrices, not used as food, from plants"
A166F,Aerial part of plants (as part-nature),All parts of the plant above the ground
A166G,Cone (as part-nature),"Organ of gymnosperms e.g. from the pinaceae and cycadaceae families, containing the reproductive structure"
A166H,Flowering top (as part-nature),"Tops of plants when in flower including the stems, leaves and blooms."
A166J,Husk (as part-nature),Typically membraneous outer covering of a seed
A166K,Nutgall (as part-nature),An enlarged growth on a tree formed in response to damage or parasites
A166L,Stigma (as part-nature),Receptive tip of a carpel or of several fused carpels in the gynoecium of a flower
A166M,Stolon (as part-nature),"Specialised type of horizontal above ground shoot, a colonizing organ that arises from an axillary bud near the base of the plant"
A166N,Trunk (as part-nature),Main wooden axis of the tree
A166P,Wood (as part-nature),"Secondary xylem of trees and shrubs lying beneath the bark, made of lignocellulosic material"
A166Q,Essential oil (as part-nature),"Volatile oil from plant materials obtained by distillation, expression or extraction."
A166R,Gum (as part-nature),"Natural sticky exudates from the stem, branches or from the trunk of some species of trees, resulting of the spontaneous cracking of the bark or by human incision leading by drying to hart polysaccharide complexes (saccharides and uronic acid units) and forming viscous solution in water (e.g. Acacia spp., Astragalus spp.…)."
A166S,Latex (as part-nature),"White or colored milky fluid produced by some botanical families (e.g. Euphorbiaceae, Moraceae, Apocynaceae, Asclepiadaceae) present in a special internal secretory tissue (laticifers) and having in suspension small particles of terpenes (di-or triterpenes in genus Euphorbia… polyterpenes as rubber), alkaloids (e.g. morphin), proteolytic enzymes (e.g. papain)."
A166T,Oleo-gum-resin (as part-nature),"A solid plant exudation (as asafetida or myrrh) consisting of a mixture of volatile oil, gum, and resin"
A166V,Sap (as part-nature),A watery solution that circulates through a plant’s vascular system
A166X,Resin (as part-nature),"More or less solid, amorphous products of complex resin acids, resin alcohols (resinols), resin phenols (resino-tannols), esters and inert substances known as resenes or sometimes combined with glycosides (glycoresins of Convolvulaceae e.g. Ipomoea spp., Convolvulus spp.…)."
A166Y,Fresh,Unprocessed and not stored over any long period
A166Z,Black,"Black is the darkest color, the result of the absence of or complete absorption of light."
A167B,Acrylamide classes (307/2010 - 647/2013),"Product classification based on Commission Recommendation 2010/307/EC on the monitoring of acrylamide and Commission Recommendation 2013/647/EU on investigations into the levels of acrylamide in food (Annex, point C)."
A167C,"AC-11. Other products, non based on cereals, potatoes, cocoa and coffee",Categories defined in Legislation for Acrylamide monitoring
A167D,"AC-10.7 Unspecified other products based on cereals, potatoes, cocoa and coffee",Categories defined in Legislation for Acrylamide monitoring
A167E,"AC-10.6 Other products, based on cocoa",Categories defined in Legislation for Acrylamide monitoring
A167F,"AC-10.5 Other products, based on potatoes",Categories defined in Legislation for Acrylamide monitoring
A167G,"AC-10.4 Other products, based on cereals",Categories defined in Legislation for Acrylamide monitoring
A167H,AC-10.3 Savoury snacks,Categories defined in Legislation for Acrylamide monitoring
A167J,AC-10.2 Cake and pastry,Categories defined in Legislation for Acrylamide monitoring
A167K,AC-10.1 Porridge,Categories defined in Legislation for Acrylamide monitoring
A167L,"AC-10. Other products, based on cereals, potatoes, cocoa and coffee",Categories defined in Legislation for Acrylamide monitoring
A167M,AC-9.3 Not specified processed cereal-based foods for infants and young children,Categories defined in Legislation for Acrylamide monitoring
A167N,AC-9.2 Other processed cereal-based foods for infants and young children,Categories defined in Legislation for Acrylamide monitoring
A167P,AC-9.1 Biscuits and rusks for infants and young children,Categories defined in Legislation for Acrylamide monitoring
A167Q,AC-9.   Processed cereal-based foods for infants and young children,Categories defined in Legislation for Acrylamide monitoring
A167R,AC-8.3 Unspecified baby foods,Categories defined in Legislation for Acrylamide monitoring
A167S,"AC-8.2 Baby foods, containing prunes",Categories defined in Legislation for Acrylamide monitoring
A167T,AC-8.1 Baby foods not containing prunes,Categories defined in Legislation for Acrylamide monitoring
A167V,AC-8.   Baby foods other than processed cereal based foods,Categories defined in Legislation for Acrylamide monitoring
A167X,AC-7.5 Not specified coffee and coffee substitutes (dry),Categories defined in Legislation for Acrylamide monitoring
A167Y,AC-7.4 Other coffee substitutes (dry),Categories defined in Legislation for Acrylamide monitoring
A167Z,AC-7.3 Substitute coffee (dry) mainly based on cereals,Categories defined in Legislation for Acrylamide monitoring
A168A,AC-7.2 Instant coffee (dry),Categories defined in Legislation for Acrylamide monitoring
A168B,AC-7.1 Roasted coffee (dry),Categories defined in Legislation for Acrylamide monitoring
A168C,AC-7.   Coffee and coffee substitutes,Categories defined in Legislation for Acrylamide monitoring
A168D,AC-6.5 Products similar to the other products in this category,Categories defined in Legislation for Acrylamide monitoring
A168E,AC-6.4 Gingerbread,Categories defined in Legislation for Acrylamide monitoring
A168F,AC-6.3 Biscuits and wafers,Categories defined in Legislation for Acrylamide monitoring
A168G,AC-6.2 Crisp bread,Categories defined in Legislation for Acrylamide monitoring
A168H,AC-6.1 Crackers with the exception of potato based crackers,Categories defined in Legislation for Acrylamide monitoring
A168J,"AC-6.   Biscuits, crackers, crisp bread and similar (excluding pastry and cake)",Categories defined in Legislation for Acrylamide monitoring
A168K,AC-5.4 Unspecified breakfast cereals (excluding porridge),Categories defined in Legislation for Acrylamide monitoring
A168L,"AC-5.3 Bran products and whole grain cereals, gun puffed grain",Categories defined in Legislation for Acrylamide monitoring
A168M,AC-5.2 Wheat and rye based products,Categories defined in Legislation for Acrylamide monitoring
A168N,"AC-5.1 Maize, oat, spelt, barley and rice based products",Categories defined in Legislation for Acrylamide monitoring
A168P,AC-5.   Breakfast cereals (excluding porridge),Categories defined in Legislation for Acrylamide monitoring
A168Q,AC-4.3 Unspecified soft bread,Categories defined in Legislation for Acrylamide monitoring
A168R,AC-4.2 Soft bread other than wheat based bread,Categories defined in Legislation for Acrylamide monitoring
A168S,AC-4.1 Wheat based bread,Categories defined in Legislation for Acrylamide monitoring
A168T,AC-4.   Soft bread,Categories defined in Legislation for Acrylamide monitoring
A168V,"AC-3.3 Unspecified pre-cooked French fries, potato products for home cooking",Categories defined in Legislation for Acrylamide monitoring
A168X,AC-3.2 Deep fried fries,Categories defined in Legislation for Acrylamide monitoring
